context,question,answer
"주제: 김구
경순왕의 후예로, 충렬공 김방경의 25대손이며, 익원공 김사형의 21대손이다. 김자점의 11대 방계 후손으로, 김자점의 옥 당시 그의 11대조로 사과(司果)를 지낸 김대충(金大忠)이 화를 피하여 가족을 이끌고 개성으로 이주했다가 다시 해주로 피신해 왔다. 해주군 서쪽 80리에 있는 백운방 텃골, 팔봉산(八峰山) 양가봉(楊哥峰) 아래에 정착하게 되었다. 그리하여 김구의 선조들은 멸문지화를 피하기 위하여 양반의 신분을 숨기고 상민으로 행세하여 연명해왔다. 생계를 위해 군역전(軍役田)을 짓게 되었고, 그의 회고에 의하면 이때부터",김구의 선조들은 어떤 이유로 양반의 신분을 숨기고 상민으로 행세했나요?,"그것도 몰라? ""김구의 선조들은 멸문지화를 피하기 위하여 양반의 신분을 숨기고 상민으로 행세하여 연명해왔다."" 근거를 보면 알 수 있잖아. 그러니까 생존을 위해서 그렇게 한 거야."
"주제: 김구
이렇게 되자 텃골 근방의 양반이던 덕수 이씨와 진주 강씨 일족에게 천대를 받았다. 특히 대귀족 신 안동 김씨 일족에게는 더더욱 천대를 받았다. 김구의 회고에 의하면 '우리 집안의 처녀가 강씨, 이씨 문중으로 출가하는 것은 영광이지만 두 문중의 처녀가 우리 집안으로 시집오는 것을 보지 못했으니'라 하였다. 그러나 김구의 7대조 할아버지인 김언함(金彦喊)의 부인이 진주강씨인 경우도 있었다. 상민이었던 가계는 김구에게 굴욕감을 안겨주었고 이를 탈피하기 위해 소년기의 창수로 하여금 과거시험에 응시하게 하는 계기를 만들어 준다.",김구가 천대를 받았던 이유는 무엇인가요?  ,"그것도 몰라? ""이렇게 되자 텃골 근방의 양반이던 덕수 이씨와 진주 강씨 일족에게 천대를 받았다."" 근거를 보면 알 수 있잖아. 양반 집안에서 태어난 김구가 가난한 상민 집안 출신이라서 천대를 받은 거야."
"주제: 김구
광복 이후의 김구의 가계를 소개한 것은 경순왕의 후손임을 강조했는데, 1947년 도왜실기의 한국어 번역판의 서문을 쓴 이승만은 그가 명문의 후손임을 강조했고, 안재홍(安在鴻)도 김구가 암살된 직후인 1949년 8월에 쓴 백범김구선생약사(白凡金九先生略史)의 서두에서 선생의 본관은 안동이니 그 선조는 신라 마지막 임금 경순왕의 후예라고 기술하였다.",김구의 가계가 경순왕의 후손임을 강조한 인물은 누구인가요?  ,"그것도 몰라? ""1947년 도왜실기의 한국어 번역판의 서문을 쓴 이승만은 그가 명문의 후손임을 강조했고,"" 근거를 보면 알 수 있잖아. 이승만이 강조했으니까, 그 사람이야."
"주제: 김구
김만묵(金萬默)의 둘째 아들로 24세의 미혼이었던 아버지 김순영은 그의 누이동생의 시누이(매제의 자매)가 되는 장연군 목감방(牧甘坊) 문산촌(文山村) 출신 현풍곽씨의 딸을 삼각혼이라는 방법으로 결혼하여 아내로 맞이했다. 태어날 무렵 난산이었던 탓에 일가의 권유로 그가 태어나던 날 밤 그의 아버지는 지 붕위로 올라가 소울음 소리를 흉내낸 끝에 순산하였다고 한다. 한편 그가 태어나던 날은 그의 조모 장씨가 사망한 날이었다. 그의 초명은 김창암(金昌巖)이었다.",김구의 초명은 무엇인가요?  ,"그것도 몰라? ""그의 초명은 김창암(金昌巖)이었다."" 근거를 보면 알 수 있잖아. 그래서 김구의 초명은 김창암이야."
"주제: 김구
아버지 김순영은 학식은 없었으나 이씨, 강씨들을 닥치는 대로 때려눕혔기에 해주감영을 제집 드나들 듯 하였다. 그를 두려워한 양반들은 그를 존위로 천거했다가 도존위로 승진시켰으나, 가난한 자들에게는 잘하고 양반들에게는 엄하게 대하였다. 하위 감투를 썼음에도 양반들에게 굴하지 않자 양반들은 아버지 김순영에게 공금흠포죄(公金欠逋罪)를 씌워 바로 해고해 버렸다.","김구의 아버지 김순영은 어떤 사람으로 묘사되며, 그의 행동이 사회에 미친 영향은 무엇인가요?  ","그것도 몰라? ""아버지 김순영은 학식은 없었으나 이씨, 강씨들을 닥치는 대로 때려눕혔기에 해주감영을 제집 드나들 듯 하였다."" 근거를 보면 알 수 있잖아. 그는 가난한 자들에게는 잘하고 양반들에게는 엄하게 대했어. 그래서 양반들이 그를 두려워해서 존위로 천거했다가 도존위로 승진시키기도 했지만, 결국 공금흠포죄를 씌워 해고당했지. 사회적으로는 양반들에게 반항한 인물로 기억될 거야."
"주제: 신사임당
사임당 신씨(師任堂申氏, 1504년 12월 5일 ~ 1551년 6월 20일)는 조선 시대 중기의 문인이자 유학자, 화가, 작가, 시인이다. 조선시대 중기의 성리학자 겸 정치인 율곡 이이, 화가 이매창의 어머니다. 강원도 강릉 출신으로 본관은 평산(平山)이다. 본명은 신인선(申仁善)이라고도 하나 확실하지 않으며 사임당은 그의 당호(堂號)이다.",신사임당의 본명은 무엇인가요?  ,"그것도 몰라? ""본명은 신인선(申仁善)이라고도 하나 확실하지 않으며 사임당은 그의 당호(堂號)이다."" 근거를 보면 알 수 있잖아. 본명은 신인선이지만 확실하진 않아."
"주제: 신사임당
== 개요 ==
외할아버지 이사온과, 기묘사화로 관직을 단념하고 향리에 은거한 아버지 신명화로부터 성리학을 교육받았으며, 아버지가 아들없이 죽자 경기도 파주의 시댁과 강원도 강릉의 친정집을 오가며 친정어머니를 극진히 모셨다. 어린 자녀들을 두고 일찍 병사하였지만 아들 이이는 대학자이자 정치인으로, 딸 이매창과 아들 이우 등은 문인 화가로 명성을 날렸다. 동시대의 여성인 문정왕후, 정난정, 황진이 등과 비교된다.",신사임당의 가족 구성원과 그들의 업적은 무엇인가요?  ,"그것도 몰라? ""아들 이이는 대학자이자 정치인으로, 딸 이매창과 아들 이우 등은 문인 화가로 명성을 날렸다."" 근거를 보면 알 수 있잖아. 신사임당의 자녀들은 각자 뛰어난 업적을 남겼어."
"주제: 신사임당
그림, 서예, 시 재주가 탁월하였고, 성리학적 소양도 있었으며, 십자수와 옷감 제작에도 능했다. 성리학적 지식과 도학, 문장, 고전, 역사 지식 등에 해박하였다. 태교에서부터 정성을 기울여 아들 주나라 주 문왕을 얻은 현숙한 부인 태임(太任)을 본받는다는 의미에서 사임(師任)으로 아호를 정하였다. 후대에서 여성임을 확실히 하기 위하여 별채를 의미하는 당(堂)을 붙여 부르기 시작하였다. 별호는 인임당(姻姙堂) 또는 임사제(姙師齊)이다.",신사임당의 아호와 별호는 무엇인가요?  ,"그것도 몰라? ""아호를 정하였다. 후대에서 여성임을 확실히 하기 위하여 별채를 의미하는 당(堂)을 붙여 부르기 시작하였다."" 근거를 보면 알 수 있잖아. 아호는 사임이고, 별호는 인임당이나 임사제야."
"주제: 신사임당
2007년 한국 여성계의 반대와 집단 반발에도 불구하고 정부에 의해 50000원 지폐의 주인공으로 전격 도안되었다. 임진왜란 때 충주 탄금대에서 전사한 신립은 그의 9촌 조카였고, 대한민국의 정치인 해공 신익희는 14대 방손이 된다.",신사임당이 50000원 지폐의 주인공으로 선정된 이유는 무엇인가요?  ,"그것도 몰라? ""2007년 한국 여성계의 반대와 집단 반발에도 불구하고 정부에 의해 50000원 지폐의 주인공으로 전격 도안되었다."" 근거를 보면 알 수 있잖아. 그만큼 신사임당이 중요한 인물로 여겨졌다는 거야."
"주제: 신사임당
강원도 강릉부 죽헌리 북평촌(北坪村) 태생으로 외가이자 그의 생가 오죽헌은 지금도 보존되고 있다. 사임당의 형제에는 아들은 하나도 없고 딸만 다섯이었는데, 사임당은 그 중에서 둘째 딸이었다. 아버지는 신명화(申命和)라는 이름의 선비였고, 어머니는 용인 이씨 집안의 선비인 이사온의 딸이었다. 스스로 사임당(師任堂)이라는 호를 지었는데, 주나라의 기틀을 닦은 문왕의 어머니 태임(太任)에서 따왔다고 전한다.",신사임당의 출생지와 가족 구성은 어떻게 되나요?,"그것도 몰라? ""신사임당은 강원도 강릉부 죽헌리 북평촌 태생으로 외가이자 그의 생가 오죽헌은 지금도 보존되고 있다."" 근거를 보면 알 수 있잖아. 출생지는 강릉이고, 형제는 아들이 하나도 없고 딸만 다섯이었어. 사임당은 그 중에서 둘째 딸이야."
"주제: 신사임당
그의 조상은 고려의 개국공신이자 왕건 대신 전사한 신숭겸의 후손으로, 고조부는 문희공(文僖公) 신개였다. 고조부 신개는 세종대왕 시절 예문관 대제학, 대사헌, 도총제 등등을 지냈고, 나중에 우의정을 거쳐 좌의정까지 오른 인물이다. 할아버지 신숙권은 영월군수를 지냈다. 그러나 친정아버지 신명화는 진사에 그쳤다.",신사임당의 조상들은 어떤 직위를 지냈나요?  ,"그것도 몰라? ""그의 조상은 고려의 개국공신이자 왕건 대신 전사한 신숭겸의 후손으로, 고조부는 문희공(文僖公) 신개였다. 고조부 신개는 세종대왕 시절 예문관 대제학, 대사헌, 도총제 등등을 지냈고, 나중에 우의정을 거쳐 좌의정까지 오른 인물이다."" 근거를 보면 알 수 있잖아. 고조부 신개는 높은 직위를 많이 지냈어."
"주제: 신사임당
아버지 신명화는 몇 차례 과거 시험에 응시했으나 낙방하다가, 1516년(중종 11년) 한양에서 소과에 합격하여 진사가 되었는데, 그때 그의 나이 41세였다. 당시 조광조가 등용되어 급진적 개혁 정치를 실시하면서 신명화와 그의 사촌동생 신명인 등도 이들 신진 사류와 상당한 교류를 하였고, 동생 신명인은 그 중요한 멤버가 되었다. 1519년(중종 4년) 기묘사화가 일어났던 그날 신명인은 대전 뜰에 엎드려 울부짖으며 중종에게 간하는 상소를 올렸고, 그때 신사임당의 아버지 신명화도 친구 유생들 틈에 같이 있다가 붙잡혀 나흘 동안이나",신사임당의 아버지 신명화가 과거 시험에 합격한 나이는 몇 세였나요?  ,"그것도 몰라? ""신명화는 1516년(중종 11년) 한양에서 소과에 합격하여 진사가 되었는데, 그때 그의 나이 41세였다."" 근거를 보면 알 수 있잖아. 41세에 합격한 거야."
"주제: 신사임당
사임당은 어려서부터 기억력이 뛰어났고, 다른 자매들보다도 일찍 글을 깨우쳤다고 한다. 아버지 신명화는 딸들에게도 성리학과 글씨, 그림 그리는 법을 가르쳤다. 딸들 중에서도 그의 재능을 높이 본 아버지 신명화는 특히 그를 각별히 아꼈다.",신사임당의 아버지 신명화는 딸들에게 어떤 교육을 했나요?  ,"그것도 몰라? ""아버지 신명화는 딸들에게도 성리학과 글씨, 그림 그리는 법을 가르쳤다."" 근거를 보면 알 수 있잖아. 그러니까 신사임당은 아버지 덕분에 다양한 학문을 배운 거야."
"주제: 신사임당
친정어머니 이씨는 죽은 부모에게 효행을 다하고 죽은 남편에게 정절을 지켰다 하여, 1528년(중종 23년) 나라로부터 열녀로 표창을 받았다. 따라서 고향인 강릉에는 그 공적을 기리는 기념각이 세워지고 사람들의 존경을 받았다. 조선 중기까지만 해도 사대부가의 여성들 역시 재혼이 되거나 불륜행각을 벌이는 일이 비일비재했고, 일찍 과부가 되어 홀로 5녀를 키운 어머니 이씨에 대한 존경심은 대단한 것이었다. 또, 그가 일찍 죽은 뒤에도 오래 살아 외손자인 율곡 이이의 지지자이자 방황하는 외손자를 다잡아주기도 했다.",신사임당의 어머니 이씨가 열녀로 표창받은 이유는 무엇인가요?  ,"그것도 몰라? ""친정어머니 이씨는 죽은 부모에게 효행을 다하고 죽은 남편에게 정절을 지켰다 하여, 1528년(중종 23년) 나라로부터 열녀로 표창을 받았다."" 근거를 보면 알 수 있잖아. 부모와 남편에게 효와 정절을 지켰기 때문에 표창받은 거야."
"주제: 신사임당
==== 유년기 ====
아버지 신명화는 처가의 원조를 받아 한성의 본가에서 과거 공부를 계속하였고, 한 해에 몇 번 처가를 들르는 생활을 계속하였다. 사임당의 어머니 이씨는 자신의 친정아버지와 남편이 대립하거나 마찰을 일으키지 않도록 신경을 쓰면서 남편이 공부에만 열중할 수 있도록 뒷바라지를 계속했다. 그러나 아버지 신명화는 진사시에 그쳤고, 기묘사화로 대과에 응시하는 것을 포기하게 된다.",신사임당의 아버지 신명화는 어떤 이유로 대과에 응시하는 것을 포기했나요?  ,"그것도 몰라? ""아버지 신명화는 진사시에 그쳤고, 기묘사화로 대과에 응시하는 것을 포기하게 된다."" 근거를 보면 알 수 있잖아. 그냥 진사에서 멈췄고, 기묘사화 때문에 대과를 포기한 거야."
